#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0007154	Cell communication	19	5320	0.45	0.00058	9606.ENSP00000216862,9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000293778,9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000334198,9606.ENSP00000343339,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399,9606.ENSP00000451040,9606.ENSP00000477707	CYP24A1,WFS1,APC,HDAC4,CXCL16,PTGER4,TRH,LPL,NQO1,CACNA1H,P2RX2,CD40LG,CD40,POSTN,HLA-A,COLEC12,MYD88,PGF,NR1H3
GO Process	GO:0009605	Response to external stimulus	13	2310	0.64	0.0011	9606.ENSP00000216862,9606.ENSP00000264606,9606.ENSP00000293778,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399,9606.ENSP00000451040,9606.ENSP00000477707	CYP24A1,HDAC4,CXCL16,PTGER4,LPL,NQO1,CD40,POSTN,HLA-A,COLEC12,MYD88,PGF,NR1H3
GO Process	GO:0001819	Positive regulation of cytokine production	7	461	1.07	0.0013	9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000379873,9606.ENSP00000401399	PTGER4,LPL,CD40LG,CD40,POSTN,HLA-A,MYD88
GO Process	GO:0007584	Response to nutrient	5	160	1.39	0.0015	9606.ENSP00000216862,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000361359,9606.ENSP00000369071	CYP24A1,LPL,NQO1,CD40,POSTN
GO Process	GO:0023052	Signaling	18	5239	0.43	0.0024	9606.ENSP00000216862,9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000293778,9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000334198,9606.ENSP00000343339,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399,9606.ENSP00000451040,9606.ENSP00000477707	CYP24A1,WFS1,APC,HDAC4,CXCL16,PTGER4,TRH,LPL,NQO1,CACNA1H,P2RX2,CD40LG,CD40,HLA-A,COLEC12,MYD88,PGF,NR1H3
GO Process	GO:0071260	Cellular response to mechanical stimulus	4	79	1.6	0.0025	9606.ENSP00000264606,9606.ENSP00000302846,9606.ENSP00000361359,9606.ENSP00000401399	HDAC4,PTGER4,CD40,MYD88
GO Process	GO:1901701	Cellular response to oxygen-containing compound	9	1055	0.82	0.0025	9606.ENSP00000216862,9606.ENSP00000257430,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000361359,9606.ENSP00000383115,9606.ENSP00000401399,9606.ENSP00000477707	CYP24A1,APC,PTGER4,LPL,NQO1,CD40,COLEC12,MYD88,NR1H3
GO Process	GO:0048583	Regulation of response to stimulus	16	4114	0.48	0.0027	9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000343339,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000377280,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399,9606.ENSP00000402515,9606.ENSP00000451040,9606.ENSP00000477707	WFS1,APC,HDAC4,PTGER4,LPL,P2RX2,CD40LG,CD40,POSTN,FBXO8,HLA-A,COLEC12,MYD88,SMG1,PGF,NR1H3
GO Process	GO:0009719	Response to endogenous stimulus	10	1447	0.73	0.0034	9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000309757,9606.ENSP00000334198,9606.ENSP00000369071,9606.ENSP00000401399,9606.ENSP00000451040,9606.ENSP00000477707	APC,HDAC4,PTGER4,TRH,LPL,CACNA1H,POSTN,MYD88,PGF,NR1H3
GO Process	GO:0032870	Cellular response to hormone stimulus	7	569	0.98	0.0034	9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000334198,9606.ENSP00000451040,9606.ENSP00000477707	APC,HDAC4,PTGER4,TRH,CACNA1H,PGF,NR1H3
GO Process	GO:0009612	Response to mechanical stimulus	5	212	1.27	0.0039	9606.ENSP00000264606,9606.ENSP00000302846,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000401399	HDAC4,PTGER4,CD40,POSTN,MYD88
GO Process	GO:0009628	Response to abiotic stimulus	9	1147	0.79	0.0039	9606.ENSP00000264606,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000343339,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000401399,9606.ENSP00000451040	HDAC4,PTGER4,LPL,NQO1,P2RX2,CD40,POSTN,MYD88,PGF
GO Process	GO:0033993	Response to lipid	8	858	0.86	0.0040	9606.ENSP00000216862,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000401399,9606.ENSP00000477707	CYP24A1,PTGER4,LPL,NQO1,CD40,POSTN,MYD88,NR1H3
GO Process	GO:0046649	Lymphocyte activation	6	390	1.08	0.0042	9606.ENSP00000264606,9606.ENSP00000302846,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000362410,9606.ENSP00000379873	HDAC4,PTGER4,CD40LG,CD40,MAFB,HLA-A
GO Process	GO:0009617	Response to bacterium	7	634	0.94	0.0053	9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000361359,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399,9606.ENSP00000477707	PTGER4,LPL,CD40,HLA-A,COLEC12,MYD88,NR1H3
GO Process	GO:0031670	Cellular response to nutrient	3	36	1.81	0.0075	9606.ENSP00000216862,9606.ENSP00000309757,9606.ENSP00000369071	CYP24A1,LPL,POSTN
GO Process	GO:0009607	Response to biotic stimulus	9	1289	0.74	0.0082	9606.ENSP00000226760,9606.ENSP00000293778,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000361359,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399,9606.ENSP00000477707	WFS1,CXCL16,PTGER4,LPL,CD40,HLA-A,COLEC12,MYD88,NR1H3
GO Process	GO:0065008	Regulation of biological quality	15	4042	0.46	0.0089	9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000334198,9606.ENSP00000343339,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000362410,9606.ENSP00000369071,9606.ENSP00000401399,9606.ENSP00000402515,9606.ENSP00000477707	WFS1,APC,PTGER4,TRH,LPL,NQO1,CACNA1H,P2RX2,CD40LG,CD40,MAFB,POSTN,MYD88,SMG1,NR1H3
GO Process	GO:0034612	Response to tumor necrosis factor	5	269	1.16	0.0090	9606.ENSP00000264606,9606.ENSP00000293778,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000369071	HDAC4,CXCL16,CD40LG,CD40,POSTN
GO Process	GO:0010604	Positive regulation of macromolecule metabolic process	14	3600	0.48	0.0118	9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000274031,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000362410,9606.ENSP00000369071,9606.ENSP00000379873,9606.ENSP00000401399,9606.ENSP00000451040,9606.ENSP00000477707	WFS1,APC,HDAC4,SETD7,PTGER4,LPL,CD40LG,CD40,MAFB,POSTN,HLA-A,MYD88,PGF,NR1H3
GO Process	GO:0050789	Regulation of biological process	24	11475	0.21	0.0118	9606.ENSP00000216862,9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000274031,9606.ENSP00000293778,9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000334198,9606.ENSP00000343339,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000362410,9606.ENSP00000369071,9606.ENSP00000377280,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399,9606.ENSP00000402515,9606.ENSP00000417138,9606.ENSP00000451040,9606.ENSP00000477707	CYP24A1,WFS1,APC,HDAC4,SETD7,CXCL16,PTGER4,TRH,LPL,NQO1,CACNA1H,P2RX2,CD40LG,CD40,MAFB,POSTN,FBXO8,HLA-A,COLEC12,MYD88,SMG1,PLTP,PGF,NR1H3
GO Process	GO:0051240	Positive regulation of multicellular organismal process	10	1770	0.65	0.0125	9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000379873,9606.ENSP00000401399,9606.ENSP00000451040	APC,HDAC4,PTGER4,LPL,CD40LG,CD40,POSTN,HLA-A,MYD88,PGF
GO Process	GO:1901698	Response to nitrogen compound	8	1070	0.77	0.0136	9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000343339,9606.ENSP00000361359,9606.ENSP00000383115,9606.ENSP00000401399	WFS1,APC,LPL,NQO1,P2RX2,CD40,COLEC12,MYD88
GO Process	GO:0007165	Signal transduction	16	4876	0.41	0.0145	9606.ENSP00000216862,9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000293778,9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000309757,9606.ENSP00000343339,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399,9606.ENSP00000451040,9606.ENSP00000477707	CYP24A1,WFS1,APC,HDAC4,CXCL16,PTGER4,TRH,LPL,P2RX2,CD40LG,CD40,HLA-A,COLEC12,MYD88,PGF,NR1H3
GO Process	GO:0030335	Positive regulation of cell migration	6	522	0.95	0.0145	9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000293778,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000451040	APC,HDAC4,CXCL16,CD40,POSTN,PGF
GO Process	GO:0034097	Response to cytokine	8	1101	0.75	0.0150	9606.ENSP00000253778,9606.ENSP00000264606,9606.ENSP00000293778,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000379873,9606.ENSP00000401399	GFPT2,HDAC4,CXCL16,CD40LG,CD40,POSTN,HLA-A,MYD88
GO Process	GO:0071396	Cellular response to lipid	6	528	0.95	0.0150	9606.ENSP00000216862,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000361359,9606.ENSP00000401399,9606.ENSP00000477707	CYP24A1,PTGER4,LPL,CD40,MYD88,NR1H3
GO Process	GO:0051239	Regulation of multicellular organismal process	13	3227	0.5	0.0152	9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000334198,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000362410,9606.ENSP00000369071,9606.ENSP00000379873,9606.ENSP00000401399,9606.ENSP00000451040,9606.ENSP00000477707	APC,HDAC4,PTGER4,LPL,CACNA1H,CD40LG,CD40,MAFB,POSTN,HLA-A,MYD88,PGF,NR1H3
GO Process	GO:0050708	Regulation of protein secretion	5	333	1.07	0.0177	9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000477707	PTGER4,TRH,CD40LG,CD40,NR1H3
GO Process	GO:0010628	Positive regulation of gene expression	11	2337	0.57	0.0185	9606.ENSP00000264606,9606.ENSP00000274031,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000362410,9606.ENSP00000369071,9606.ENSP00000379873,9606.ENSP00000401399,9606.ENSP00000477707	HDAC4,SETD7,PTGER4,LPL,CD40LG,CD40,MAFB,POSTN,HLA-A,MYD88,NR1H3
GO Process	GO:0071495	Cellular response to endogenous stimulus	8	1181	0.72	0.0201	9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000334198,9606.ENSP00000369071,9606.ENSP00000451040,9606.ENSP00000477707	APC,HDAC4,PTGER4,TRH,CACNA1H,POSTN,PGF,NR1H3
GO Process	GO:0030334	Regulation of cell migration	7	865	0.8	0.0206	9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000293778,9606.ENSP00000302846,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000451040	APC,HDAC4,CXCL16,PTGER4,CD40,POSTN,PGF
GO Process	GO:0023035	CD40 signaling pathway	2	9	2.24	0.0215	9606.ENSP00000359663,9606.ENSP00000361359	CD40LG,CD40
GO Process	GO:0050794	Regulation of cellular process	23	10932	0.22	0.0243	9606.ENSP00000216862,9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000274031,9606.ENSP00000293778,9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000334198,9606.ENSP00000343339,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000362410,9606.ENSP00000369071,9606.ENSP00000377280,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399,9606.ENSP00000402515,9606.ENSP00000451040,9606.ENSP00000477707	CYP24A1,WFS1,APC,HDAC4,SETD7,CXCL16,PTGER4,TRH,LPL,NQO1,CACNA1H,P2RX2,CD40LG,CD40,MAFB,POSTN,FBXO8,HLA-A,COLEC12,MYD88,SMG1,PGF,NR1H3
GO Process	GO:0014070	Response to organic cyclic compound	7	911	0.78	0.0264	9606.ENSP00000216862,9606.ENSP00000319788,9606.ENSP00000343339,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000383115,9606.ENSP00000477707	CYP24A1,NQO1,P2RX2,CD40,POSTN,COLEC12,NR1H3
GO Process	GO:0051050	Positive regulation of transport	7	923	0.77	0.0271	9606.ENSP00000226760,9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000334198,9606.ENSP00000343339,9606.ENSP00000417138,9606.ENSP00000477707	WFS1,PTGER4,TRH,CACNA1H,P2RX2,PLTP,NR1H3
GO Process	GO:0051707	Response to other organism	8	1256	0.7	0.0271	9606.ENSP00000293778,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000361359,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399,9606.ENSP00000477707	CXCL16,PTGER4,LPL,CD40,HLA-A,COLEC12,MYD88,NR1H3
GO Process	GO:1903530	Regulation of secretion by cell	6	630	0.87	0.0271	9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000334198,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000477707	PTGER4,TRH,CACNA1H,CD40LG,CD40,NR1H3
GO Process	GO:2000343	Positive regulation of chemokine (c-x-c motif) ligand 2 production	2	12	2.12	0.0297	9606.ENSP00000309757,9606.ENSP00000369071	LPL,POSTN
GO Process	GO:0006952	Defense response	8	1296	0.68	0.0304	9606.ENSP00000264606,9606.ENSP00000293778,9606.ENSP00000302846,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399	HDAC4,CXCL16,PTGER4,CD40LG,CD40,HLA-A,COLEC12,MYD88
GO Process	GO:0071216	Cellular response to biotic stimulus	4	219	1.16	0.0344	9606.ENSP00000226760,9606.ENSP00000361359,9606.ENSP00000401399,9606.ENSP00000477707	WFS1,CD40,MYD88,NR1H3
GO Process	GO:0033273	Response to vitamin	3	84	1.45	0.0358	9606.ENSP00000216862,9606.ENSP00000361359,9606.ENSP00000369071	CYP24A1,CD40,POSTN
GO Process	GO:1904035	Regulation of epithelial cell apoptotic process	3	87	1.43	0.0384	9606.ENSP00000226760,9606.ENSP00000359663,9606.ENSP00000361359	WFS1,CD40LG,CD40
GO Process	GO:0051090	Regulation of dna-binding transcription factor activity	5	437	0.95	0.0394	9606.ENSP00000226760,9606.ENSP00000264606,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000401399	WFS1,HDAC4,CD40LG,CD40,MYD88
GO Process	GO:0071345	Cellular response to cytokine stimulus	7	1013	0.73	0.0394	9606.ENSP00000253778,9606.ENSP00000264606,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000369071,9606.ENSP00000379873,9606.ENSP00000401399	GFPT2,HDAC4,CD40LG,CD40,POSTN,HLA-A,MYD88
GO Process	GO:0051049	Regulation of transport	9	1776	0.6	0.0406	9606.ENSP00000226760,9606.ENSP00000302846,9606.ENSP00000303452,9606.ENSP00000334198,9606.ENSP00000343339,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000417138,9606.ENSP00000477707	WFS1,PTGER4,TRH,CACNA1H,P2RX2,CD40LG,CD40,PLTP,NR1H3
GO Process	GO:0010885	Regulation of cholesterol storage	2	16	1.99	0.0422	9606.ENSP00000309757,9606.ENSP00000477707	LPL,NR1H3
GO Process	GO:0030098	Lymphocyte differentiation	4	242	1.11	0.0422	9606.ENSP00000264606,9606.ENSP00000302846,9606.ENSP00000359663,9606.ENSP00000362410	HDAC4,PTGER4,CD40LG,MAFB
GO Process	GO:1905954	Positive regulation of lipid localization	3	93	1.4	0.0422	9606.ENSP00000309757,9606.ENSP00000417138,9606.ENSP00000477707	LPL,PLTP,NR1H3
GO Process	GO:0071356	Cellular response to tumor necrosis factor	4	245	1.11	0.0436	9606.ENSP00000264606,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000369071	HDAC4,CD40LG,CD40,POSTN
GO Process	GO:0051023	Regulation of immunoglobulin secretion	2	18	1.94	0.0482	9606.ENSP00000359663,9606.ENSP00000361359	CD40LG,CD40
GO Process	GO:0002224	Toll-like receptor signaling pathway	3	100	1.37	0.0485	9606.ENSP00000361359,9606.ENSP00000383115,9606.ENSP00000401399	CD40,COLEC12,MYD88
GO Process	GO:0080134	Regulation of response to stress	8	1437	0.64	0.0485	9606.ENSP00000226760,9606.ENSP00000302846,9606.ENSP00000309757,9606.ENSP00000359663,9606.ENSP00000379873,9606.ENSP00000401399,9606.ENSP00000402515,9606.ENSP00000477707	WFS1,PTGER4,LPL,CD40LG,HLA-A,MYD88,SMG1,NR1H3
GO Function	GO:0005515	Protein binding	20	7026	0.35	0.0275	9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000264606,9606.ENSP00000274031,9606.ENSP00000293778,9606.ENSP00000303452,9606.ENSP00000309757,9606.ENSP00000319788,9606.ENSP00000334198,9606.ENSP00000343339,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000362410,9606.ENSP00000369071,9606.ENSP00000377280,9606.ENSP00000379873,9606.ENSP00000401399,9606.ENSP00000417138,9606.ENSP00000451040,9606.ENSP00000477707	WFS1,APC,HDAC4,SETD7,CXCL16,TRH,LPL,NQO1,CACNA1H,P2RX2,CD40LG,CD40,MAFB,POSTN,FBXO8,HLA-A,MYD88,PLTP,PGF,NR1H3
GO Function	GO:0044877	Protein-containing complex binding	9	1216	0.76	0.0275	9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000309757,9606.ENSP00000359663,9606.ENSP00000362410,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000417138,9606.ENSP00000451040	WFS1,APC,LPL,CD40LG,MAFB,HLA-A,COLEC12,PLTP,PGF
GO Function	GO:0071813	Lipoprotein particle binding	3	29	1.91	0.0275	9606.ENSP00000309757,9606.ENSP00000383115,9606.ENSP00000417138	LPL,COLEC12,PLTP
KEGG	hsa05330	Allograft rejection	3	34	1.84	0.0047	9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000379873	CD40LG,CD40,HLA-A
KEGG	hsa05144	Malaria	3	46	1.71	0.0055	9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000401399	CD40LG,CD40,MYD88
KEGG	hsa05320	Autoimmune thyroid disease	3	48	1.69	0.0055	9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000379873	CD40LG,CD40,HLA-A
KEGG	hsa05416	Viral myocarditis	3	55	1.63	0.0055	9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000379873	CD40LG,CD40,HLA-A
KEGG	hsa03320	PPAR signaling pathway	3	75	1.5	0.0088	9606.ENSP00000309757,9606.ENSP00000417138,9606.ENSP00000477707	LPL,PLTP,NR1H3
