#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0051270	Regulation of cellular component movement	6	1009	0.89	0.0304	9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000265362,9606.ENSP00000305651,9606.ENSP00000371067,9606.ENSP00000440045	SERPINF1,APC,SEMA3A,CXCL10,JAK2,ATP2A2
GO Process	GO:1901700	Response to oxygen-containing compound	7	1567	0.77	0.0355	9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000305651,9606.ENSP00000371067,9606.ENSP00000437737,9606.ENSP00000440045,9606.ENSP00000447173	SERPINF1,APC,CXCL10,JAK2,HTR2A,ATP2A2,VDR
GO Process	GO:1901701	Cellular response to oxygen-containing compound	6	1055	0.87	0.0356	9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000305651,9606.ENSP00000371067,9606.ENSP00000437737,9606.ENSP00000447173	SERPINF1,APC,CXCL10,JAK2,HTR2A,VDR
GO Process	GO:0032502	Developmental process	12	5841	0.43	0.0363	9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000265362,9606.ENSP00000267484,9606.ENSP00000305651,9606.ENSP00000358525,9606.ENSP00000359077,9606.ENSP00000371067,9606.ENSP00000423917,9606.ENSP00000437737,9606.ENSP00000440045,9606.ENSP00000447173	SERPINF1,APC,SEMA3A,RTN1,CXCL10,NGF,L1CAM,JAK2,NPY5R,HTR2A,ATP2A2,VDR
GO Process	GO:0061387	Regulation of extent of cell growth	3	113	1.54	0.0363	9606.ENSP00000265362,9606.ENSP00000358525,9606.ENSP00000359077	SEMA3A,NGF,L1CAM
GO Process	GO:0022603	Regulation of anatomical structure morphogenesis	6	1095	0.85	0.0370	9606.ENSP00000254722,9606.ENSP00000265362,9606.ENSP00000305651,9606.ENSP00000358525,9606.ENSP00000359077,9606.ENSP00000447173	SERPINF1,SEMA3A,CXCL10,NGF,L1CAM,VDR
GO Process	GO:0007613	Memory	3	122	1.51	0.0379	9606.ENSP00000254722,9606.ENSP00000358525,9606.ENSP00000437737	SERPINF1,NGF,HTR2A
GO Process	GO:0120035	Regulation of plasma membrane bounded cell projection organization	5	687	0.98	0.0401	9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000265362,9606.ENSP00000358525,9606.ENSP00000359077	SERPINF1,APC,SEMA3A,NGF,L1CAM
GO Process	GO:0008285	Negative regulation of cell population proliferation	5	696	0.97	0.0411	9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000358525,9606.ENSP00000371067,9606.ENSP00000447173	SERPINF1,APC,NGF,JAK2,VDR
GO Process	GO:0010941	Regulation of cell death	7	1696	0.73	0.0411	9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000305651,9606.ENSP00000358525,9606.ENSP00000371067,9606.ENSP00000423917,9606.ENSP00000447173	SERPINF1,APC,CXCL10,NGF,JAK2,NPY5R,VDR
GO Process	GO:0071495	Cellular response to endogenous stimulus	6	1181	0.82	0.0445	9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000358525,9606.ENSP00000371067,9606.ENSP00000437737,9606.ENSP00000447173	SERPINF1,APC,NGF,JAK2,HTR2A,VDR
GO Component	GO:0042995	Cell projection	9	2287	0.71	0.0181	9606.ENSP00000075120,9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000265362,9606.ENSP00000358525,9606.ENSP00000359077,9606.ENSP00000423917,9606.ENSP00000437737,9606.ENSP00000440045	SLC2A3,SERPINF1,APC,SEMA3A,NGF,L1CAM,NPY5R,HTR2A,ATP2A2
GO Component	GO:0036477	Somatodendritic compartment	6	852	0.96	0.0210	9606.ENSP00000075120,9606.ENSP00000254722,9606.ENSP00000265362,9606.ENSP00000358525,9606.ENSP00000359077,9606.ENSP00000437737	SLC2A3,SERPINF1,SEMA3A,NGF,L1CAM,HTR2A
GO Component	GO:0030424	Axon	5	646	1.0	0.0442	9606.ENSP00000254722,9606.ENSP00000265362,9606.ENSP00000358525,9606.ENSP00000359077,9606.ENSP00000437737	SERPINF1,SEMA3A,NGF,L1CAM,HTR2A
GO Component	GO:0120025	Plasma membrane bounded cell projection	8	2193	0.68	0.0442	9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000265362,9606.ENSP00000358525,9606.ENSP00000359077,9606.ENSP00000423917,9606.ENSP00000437737,9606.ENSP00000440045	SERPINF1,APC,SEMA3A,NGF,L1CAM,NPY5R,HTR2A,ATP2A2
WikiPathways	WP733	Serotonin receptor 2 and STAT3 signaling	2	4	2.81	0.0056	9606.ENSP00000371067,9606.ENSP00000437737	JAK2,HTR2A
TISSUES	BTO:0000282	Head	13	6329	0.43	0.0419	9606.ENSP00000075120,9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000265362,9606.ENSP00000267484,9606.ENSP00000358525,9606.ENSP00000359077,9606.ENSP00000371067,9606.ENSP00000379256,9606.ENSP00000423917,9606.ENSP00000437737,9606.ENSP00000440045,9606.ENSP00000447173	SLC2A3,SERPINF1,APC,SEMA3A,RTN1,NGF,L1CAM,JAK2,NCALD,NPY5R,HTR2A,ATP2A2,VDR
TISSUES	BTO:0000227	Central nervous system	12	5558	0.45	0.0485	9606.ENSP00000075120,9606.ENSP00000254722,9606.ENSP00000257430,9606.ENSP00000265362,9606.ENSP00000267484,9606.ENSP00000358525,9606.ENSP00000359077,9606.ENSP00000371067,9606.ENSP00000379256,9606.ENSP00000423917,9606.ENSP00000437737,9606.ENSP00000440045	SLC2A3,SERPINF1,APC,SEMA3A,RTN1,NGF,L1CAM,JAK2,NCALD,NPY5R,HTR2A,ATP2A2
