#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0042127	Regulation of cell population proliferation	30	1642	0.66	5.48e-10	9606.ENSP00000215832,9606.ENSP00000231061,9606.ENSP00000245451,9606.ENSP00000251849,9606.ENSP00000267101,9606.ENSP00000269571,9606.ENSP00000280357,9606.ENSP00000284031,9606.ENSP00000284984,9606.ENSP00000285407,9606.ENSP00000287820,9606.ENSP00000297494,9606.ENSP00000298552,9606.ENSP00000307900,9606.ENSP00000321326,9606.ENSP00000337332,9606.ENSP00000341208,9606.ENSP00000344220,9606.ENSP00000353731,9606.ENSP00000354511,9606.ENSP00000355361,9606.ENSP00000355370,9606.ENSP00000361359,9606.ENSP00000371958,9606.ENSP00000379842,9606.ENSP00000380432,9606.ENSP00000389814,9606.ENSP00000400175,9606.ENSP00000433623,9606.ENSP00000484631	MAPK1,SPARC,BMP4,RAF1,ERBB3,ERBB2,IL18,DDAH1,ADAMTS1,KLF10,PPARG,NOS3,TSC1,GLUL,F2R,SIRT6,STAT5A,PDPK1,DPP4,COMT,CD47,CNTF,CD40,CD9,SGK3,INS,ADIPOQ,RHOA,TRAF6,PMP22
GO Process	GO:0070887	Cellular response to chemical stimulus	39	2919	0.52	6.48e-10	9606.ENSP00000215832,9606.ENSP00000222139,9606.ENSP00000231061,9606.ENSP00000245451,9606.ENSP00000248553,9606.ENSP00000251849,9606.ENSP00000253799,9606.ENSP00000261769,9606.ENSP00000265627,9606.ENSP00000269571,9606.ENSP00000280357,9606.ENSP00000285407,9606.ENSP00000287820,9606.ENSP00000297494,9606.ENSP00000298552,9606.ENSP00000309757,9606.ENSP00000311005,9606.ENSP00000312326,9606.ENSP00000341208,9606.ENSP00000342026,9606.ENSP00000344220,9606.ENSP00000347041,9606.ENSP00000355361,9606.ENSP00000355370,9606.ENSP00000360247,9606.ENSP00000361359,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000383115,9606.ENSP00000383232,9606.ENSP00000389814,9606.ENSP00000400175,9606.ENSP00000418009,9606.ENSP00000418525,9606.ENSP00000422607,9606.ENSP00000433623,9606.ENSP00000448665,9606.ENSP00000483403,9606.ENSP00000483599	MAPK1,EPOR,SPARC,BMP4,HSPB1,RAF1,AOC2,CDH1,PON3,ERBB2,IL18,KLF10,PPARG,NOS3,TSC1,LPL,MAPK7,AOC3,STAT5A,PRDX6,PDPK1,FMOD,CD47,CNTF,CYP2J2,CD40,NFE2L2,INS,COLEC12,GGT1,ADIPOQ,RHOA,RARRES2,MME,ACSL1,TRAF6,DDIT3,GHR,SPON2
GO Process	GO:0010594	Regulation of endothelial cell migration	12	164	1.26	4.77e-09	9606.ENSP00000231061,9606.ENSP00000245451,9606.ENSP00000248553,9606.ENSP00000287820,9606.ENSP00000297494,9606.ENSP00000307900,9606.ENSP00000341208,9606.ENSP00000344220,9606.ENSP00000361359,9606.ENSP00000377055,9606.ENSP00000380252,9606.ENSP00000400175	SPARC,BMP4,HSPB1,PPARG,NOS3,GLUL,STAT5A,PDPK1,CD40,PRCP,NFE2L2,RHOA
GO Process	GO:1901342	Regulation of vasculature development	15	336	1.04	6.89e-09	9606.ENSP00000231061,9606.ENSP00000245451,9606.ENSP00000248553,9606.ENSP00000269571,9606.ENSP00000284031,9606.ENSP00000284984,9606.ENSP00000287820,9606.ENSP00000297494,9606.ENSP00000307900,9606.ENSP00000311005,9606.ENSP00000337332,9606.ENSP00000344220,9606.ENSP00000361359,9606.ENSP00000380252,9606.ENSP00000400175	SPARC,BMP4,HSPB1,ERBB2,DDAH1,ADAMTS1,PPARG,NOS3,GLUL,MAPK7,SIRT6,PDPK1,CD40,NFE2L2,RHOA
GO Process	GO:0032101	Regulation of response to external stimulus	23	1013	0.75	6.93e-09	9606.ENSP00000215832,9606.ENSP00000248553,9606.ENSP00000251849,9606.ENSP00000280357,9606.ENSP00000287820,9606.ENSP00000297494,9606.ENSP00000309757,9606.ENSP00000311005,9606.ENSP00000321326,9606.ENSP00000331736,9606.ENSP00000344220,9606.ENSP00000353731,9606.ENSP00000355361,9606.ENSP00000355370,9606.ENSP00000366307,9606.ENSP00000371958,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000383232,9606.ENSP00000389814,9606.ENSP00000418009,9606.ENSP00000433623,9606.ENSP00000436455	MAPK1,HSPB1,RAF1,IL18,PPARG,NOS3,LPL,MAPK7,F2R,SELE,PDPK1,DPP4,CD47,CNTF,THBD,CD9,NFE2L2,INS,GGT1,ADIPOQ,RARRES2,TRAF6,NUCB2
GO Process	GO:0051240	Positive regulation of multicellular organismal process	29	1770	0.61	1.58e-08	9606.ENSP00000215832,9606.ENSP00000231061,9606.ENSP00000245451,9606.ENSP00000248553,9606.ENSP00000267101,9606.ENSP00000280357,9606.ENSP00000284031,9606.ENSP00000285407,9606.ENSP00000287820,9606.ENSP00000297494,9606.ENSP00000309757,9606.ENSP00000321326,9606.ENSP00000337332,9606.ENSP00000341044,9606.ENSP00000341208,9606.ENSP00000344220,9606.ENSP00000355370,9606.ENSP00000361359,9606.ENSP00000366307,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000389814,9606.ENSP00000400175,9606.ENSP00000418525,9606.ENSP00000422607,9606.ENSP00000433623,9606.ENSP00000448665,9606.ENSP00000483403,9606.ENSP00000483599	MAPK1,SPARC,BMP4,HSPB1,ERBB3,IL18,DDAH1,KLF10,PPARG,NOS3,LPL,F2R,SIRT6,ACACB,STAT5A,PDPK1,CNTF,CD40,THBD,NFE2L2,INS,ADIPOQ,RHOA,MME,ACSL1,TRAF6,DDIT3,GHR,SPON2
GO Process	GO:0045765	Regulation of angiogenesis	14	303	1.06	2.00e-08	9606.ENSP00000231061,9606.ENSP00000248553,9606.ENSP00000269571,9606.ENSP00000284031,9606.ENSP00000284984,9606.ENSP00000287820,9606.ENSP00000297494,9606.ENSP00000307900,9606.ENSP00000311005,9606.ENSP00000337332,9606.ENSP00000344220,9606.ENSP00000361359,9606.ENSP00000380252,9606.ENSP00000400175	SPARC,HSPB1,ERBB2,DDAH1,ADAMTS1,PPARG,NOS3,GLUL,MAPK7,SIRT6,PDPK1,CD40,NFE2L2,RHOA
GO Process	GO:0050793	Regulation of developmental process	35	2648	0.52	2.00e-08	9606.ENSP00000215832,9606.ENSP00000229264,9606.ENSP00000231061,9606.ENSP00000245451,9606.ENSP00000248553,9606.ENSP00000251849,9606.ENSP00000267101,9606.ENSP00000269571,9606.ENSP00000280357,9606.ENSP00000284031,9606.ENSP00000284984,9606.ENSP00000285407,9606.ENSP00000287820,9606.ENSP00000297494,9606.ENSP00000298552,9606.ENSP00000307900,9606.ENSP00000309757,9606.ENSP00000311005,9606.ENSP00000337332,9606.ENSP00000341044,9606.ENSP00000341208,9606.ENSP00000344220,9606.ENSP00000355370,9606.ENSP00000361359,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000389814,9606.ENSP00000400175,9606.ENSP00000418009,9606.ENSP00000418525,9606.ENSP00000433623,9606.ENSP00000448665,9606.ENSP00000480291,9606.ENSP00000483403,9606.ENSP00000484631	MAPK1,GNB3,SPARC,BMP4,HSPB1,RAF1,ERBB3,ERBB2,IL18,DDAH1,ADAMTS1,KLF10,PPARG,NOS3,TSC1,GLUL,LPL,MAPK7,SIRT6,ACACB,STAT5A,PDPK1,CNTF,CD40,NFE2L2,INS,ADIPOQ,RHOA,RARRES2,MME,TRAF6,DDIT3,HNF1B,GHR,PMP22
GO Process	GO:0031667	Response to nutrient levels	16	449	0.95	2.52e-08	9606.ENSP00000215832,9606.ENSP00000231061,9606.ENSP00000285407,9606.ENSP00000287820,9606.ENSP00000298552,9606.ENSP00000307900,9606.ENSP00000309757,9606.ENSP00000337332,9606.ENSP00000341044,9606.ENSP00000354511,9606.ENSP00000361359,9606.ENSP00000380252,9606.ENSP00000389814,9606.ENSP00000422607,9606.ENSP00000436455,9606.ENSP00000448665	MAPK1,SPARC,KLF10,PPARG,TSC1,GLUL,LPL,SIRT6,ACACB,COMT,CD40,NFE2L2,ADIPOQ,ACSL1,NUCB2,DDIT3
GO Process	GO:0009617	Response to bacterium	18	634	0.85	4.60e-08	9606.ENSP00000215832,9606.ENSP00000231061,9606.ENSP00000280357,9606.ENSP00000297494,9606.ENSP00000309757,9606.ENSP00000321326,9606.ENSP00000331736,9606.ENSP00000354511,9606.ENSP00000355361,9606.ENSP00000361359,9606.ENSP00000366307,9606.ENSP00000383115,9606.ENSP00000383232,9606.ENSP00000389814,9606.ENSP00000400175,9606.ENSP00000418009,9606.ENSP00000433623,9606.ENSP00000483599	MAPK1,SPARC,IL18,NOS3,LPL,F2R,SELE,COMT,CD47,CD40,THBD,COLEC12,GGT1,ADIPOQ,RHOA,RARRES2,TRAF6,SPON2
GO Process	GO:0048583	Regulation of response to stimulus	43	4114	0.41	4.88e-08	9606.ENSP00000215832,9606.ENSP00000222139,9606.ENSP00000245451,9606.ENSP00000248553,9606.ENSP00000251849,9606.ENSP00000267101,9606.ENSP00000269571,9606.ENSP00000280357,9606.ENSP00000284031,9606.ENSP00000287820,9606.ENSP00000297494,9606.ENSP00000298552,9606.ENSP00000309757,9606.ENSP00000311005,9606.ENSP00000321326,9606.ENSP00000331736,9606.ENSP00000337332,9606.ENSP00000344220,9606.ENSP00000353731,9606.ENSP00000355361,9606.ENSP00000355370,9606.ENSP00000361359,9606.ENSP00000366307,9606.ENSP00000371958,9606.ENSP00000377055,9606.ENSP00000377280,9606.ENSP00000379842,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000380759,9606.ENSP00000383115,9606.ENSP00000383232,9606.ENSP00000389814,9606.ENSP00000398048,9606.ENSP00000400175,9606.ENSP00000418009,9606.ENSP00000433623,9606.ENSP00000436455,9606.ENSP00000448665,9606.ENSP00000476767,9606.ENSP00000480291,9606.ENSP00000483403,9606.ENSP00000483599	MAPK1,EPOR,BMP4,HSPB1,RAF1,ERBB3,ERBB2,IL18,DDAH1,PPARG,NOS3,TSC1,LPL,MAPK7,F2R,SELE,SIRT6,PDPK1,DPP4,CD47,CNTF,CD40,THBD,CD9,PRCP,FBXO8,SGK3,NFE2L2,INS,PRMT2,COLEC12,GGT1,ADIPOQ,ALPK1,RHOA,RARRES2,TRAF6,NUCB2,DDIT3,FKBP8,HNF1B,GHR,SPON2
GO Process	GO:0071310	Cellular response to organic substance	32	2369	0.52	1.00e-07	9606.ENSP00000215832,9606.ENSP00000222139,9606.ENSP00000231061,9606.ENSP00000245451,9606.ENSP00000248553,9606.ENSP00000251849,9606.ENSP00000261769,9606.ENSP00000269571,9606.ENSP00000280357,9606.ENSP00000285407,9606.ENSP00000287820,9606.ENSP00000297494,9606.ENSP00000309757,9606.ENSP00000311005,9606.ENSP00000341208,9606.ENSP00000344220,9606.ENSP00000347041,9606.ENSP00000355361,9606.ENSP00000355370,9606.ENSP00000361359,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000383115,9606.ENSP00000389814,9606.ENSP00000400175,9606.ENSP00000418009,9606.ENSP00000418525,9606.ENSP00000422607,9606.ENSP00000433623,9606.ENSP00000448665,9606.ENSP00000483403,9606.ENSP00000483599	MAPK1,EPOR,SPARC,BMP4,HSPB1,RAF1,CDH1,ERBB2,IL18,KLF10,PPARG,NOS3,LPL,MAPK7,STAT5A,PDPK1,FMOD,CD47,CNTF,CD40,NFE2L2,INS,COLEC12,ADIPOQ,RHOA,RARRES2,MME,ACSL1,TRAF6,DDIT3,GHR,SPON2
GO Process	GO:0043535	Regulation of blood vessel endothelial cell migration	9	93	1.38	1.39e-07	9606.ENSP00000248553,9606.ENSP00000287820,9606.ENSP00000297494,9606.ENSP00000341208,9606.ENSP00000344220,9606.ENSP00000361359,9606.ENSP00000377055,9606.ENSP00000380252,9606.ENSP00000400175	HSPB1,PPARG,NOS3,STAT5A,PDPK1,CD40,PRCP,NFE2L2,RHOA
