#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0051241	Negative regulation of multicellular organismal process	13	1231	0.81	2.61e-05	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000355751,9606.ENSP00000360522,9606.ENSP00000393312,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,RPS6KA6,HDAC4,STAT3,PDE5A,DNMT1,THBS2,RBP4,FGFR1,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0001934	Positive regulation of protein phosphorylation	12	1019	0.86	3.06e-05	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,STAT3,ERBB3,PDE5A,CTGF,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0010646	Regulation of cell communication	19	3514	0.52	0.00013	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,PEBP1,CDH1,RPS6KA6,STAT3,ERBB3,PDE5A,CTGF,CNR1,XIAP,RBP4,ILK,TF,FGFR1,MME,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0051130	Positive regulation of cellular component organization	12	1209	0.78	0.00013	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000264606,9606.ENSP00000352516,9606.ENSP00000355751,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,ENPP2,HDAC4,DNMT1,THBS2,CTGF,CNR1,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0023051	Regulation of signaling	19	3553	0.51	0.00014	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,PEBP1,CDH1,RPS6KA6,STAT3,ERBB3,PDE5A,CTGF,CNR1,XIAP,RBP4,ILK,TF,FGFR1,MME,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0010647	Positive regulation of cell communication	14	1823	0.67	0.00018	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,STAT3,ERBB3,PDE5A,CTGF,CNR1,XIAP,RBP4,ILK,TF,FGFR1,MME,ADCYAP1,GREM1
GO Process	GO:0051270	Regulation of cellular component movement	11	1009	0.82	0.00018	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000440045,9606.ENSP00000478319	CX3CL1,ENPP2,CDH1,HDAC4,STAT3,ERBB3,ILK,TF,FGFR1,ATP2A2,GREM1
GO Process	GO:0023056	Positive regulation of signaling	14	1831	0.67	0.00019	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,STAT3,ERBB3,PDE5A,CTGF,CNR1,XIAP,RBP4,ILK,TF,FGFR1,MME,ADCYAP1,GREM1
GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process	18	3239	0.53	0.00019	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,CDH1,HDAC4,STAT3,ERBB3,SETD7,PDE5A,DNMT1,CTGF,XIAP,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0048518	Positive regulation of biological process	24	6112	0.38	0.00021	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000319281,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000355751,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,CDH1,HDAC4,STAT3,ERBB3,SETD7,BASP1,PDE5A,DNMT1,THBS2,CTGF,CNR1,XIAP,RBP4,ILK,TF,FGFR1,MME,EBF2,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0042127	Regulation of cell population proliferation	13	1642	0.68	0.00035	9606.ENSP00000006053,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,HDAC4,STAT3,ERBB3,PDE5A,DNMT1,CTGF,XIAP,RBP4,ILK,FGFR1,ADCYAP1,GREM1
GO Process	GO:0031325	Positive regulation of cellular metabolic process	18	3413	0.51	0.00037	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,CDH1,HDAC4,STAT3,ERBB3,SETD7,PDE5A,DNMT1,CTGF,XIAP,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0035556	Intracellular signal transduction	13	1712	0.67	0.00053	9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000267101,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000440045,9606.ENSP00000462647	MAD2L2,PEBP1,RPS6KA6,HDAC4,ERBB3,DNMT1,CTGF,CNR1,ILK,TF,FGFR1,ATP2A2,ADCYAP1
GO Process	GO:0008284	Positive regulation of cell population proliferation	10	919	0.82	0.00054	9606.ENSP00000006053,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,HDAC4,STAT3,ERBB3,DNMT1,CTGF,ILK,FGFR1,ADCYAP1,GREM1
GO Process	GO:0007165	Signal transduction	21	4876	0.42	0.00056	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000361883,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CYP24A1,MAD2L2,PEBP1,RPS6KA6,HDAC4,STAT3,ERBB3,PDE5A,DNMT1,CTGF,CNR1,XIAP,CAP1,CD59,ILK,TF,FGFR1,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0048519	Negative regulation of biological process	22	5389	0.4	0.00056	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000355751,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,PEBP1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,BASP1,PDE5A,DNMT1,THBS2,CTGF,CNR1,XIAP,RBP4,CD59,ILK,FGFR1,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0050790	Regulation of catalytic activity	15	2386	0.58	0.00056	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000361883,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,PEBP1,STAT3,ERBB3,PDE5A,CTGF,CNR1,XIAP,CAP1,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0051716	Cellular response to stimulus	24	6489	0.35	0.00056	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000361883,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CYP24A1,MAD2L2,PEBP1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,SETD7,PDE5A,DNMT1,CTGF,CNR1,XIAP,CAP1,CD59,ILK,TF,FGFR1,MME,ATP2A2,ADCYAP1,GREM1
GO Process	GO:2000145	Regulation of cell motility	10	929	0.82	0.00056	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000478319	CX3CL1,ENPP2,CDH1,HDAC4,STAT3,ERBB3,ILK,TF,FGFR1,GREM1
GO Process	GO:0043408	Regulation of mapk cascade	9	725	0.88	0.00060	9606.ENSP00000006053,9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647	CX3CL1,PEBP1,RPS6KA6,PDE5A,CTGF,ILK,TF,FGFR1,ADCYAP1
GO Process	GO:0010604	Positive regulation of macromolecule metabolic process	18	3600	0.49	0.00063	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,CDH1,HDAC4,STAT3,ERBB3,SETD7,PDE5A,DNMT1,CTGF,XIAP,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0045471	Response to ethanol	5	123	1.4	0.00063	9606.ENSP00000264657,9606.ENSP00000274031,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000462647	STAT3,SETD7,CNR1,RBP4,ADCYAP1
GO Process	GO:0097305	Response to alcohol	6	233	1.2	0.00067	9606.ENSP00000261769,9606.ENSP00000264657,9606.ENSP00000274031,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000462647	CDH1,STAT3,SETD7,CNR1,RBP4,ADCYAP1
GO Process	GO:0051093	Negative regulation of developmental process	10	983	0.79	0.00074	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000352516,9606.ENSP00000355751,9606.ENSP00000360522,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,RPS6KA6,HDAC4,STAT3,DNMT1,THBS2,RBP4,ADCYAP1,GREM1
GO Process	GO:0016202	Regulation of striated muscle tissue development	5	133	1.36	0.00079	9606.ENSP00000264606,9606.ENSP00000267101,9606.ENSP00000360522,9606.ENSP00000393312,9606.ENSP00000478319	HDAC4,ERBB3,RBP4,FGFR1,GREM1
GO Process	GO:0045597	Positive regulation of cell differentiation	10	993	0.79	0.00079	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,STAT3,PDE5A,CTGF,CNR1,ILK,FGFR1,MME,ADCYAP1,GREM1
GO Process	GO:0048522	Positive regulation of cellular process	22	5579	0.38	0.00079	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000355751,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,CDH1,HDAC4,STAT3,ERBB3,SETD7,PDE5A,DNMT1,THBS2,CTGF,CNR1,XIAP,RBP4,ILK,TF,FGFR1,MME,EBF2,ADCYAP1,GREM1
GO Process	GO:0031346	Positive regulation of cell projection organization	7	391	1.04	0.00080	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000264606,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000462647	CX3CL1,ENPP2,HDAC4,CNR1,ILK,FGFR1,ADCYAP1
GO Process	GO:0045595	Regulation of cell differentiation	13	1874	0.63	0.00090	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,HDAC4,STAT3,PDE5A,DNMT1,CTGF,CNR1,ILK,FGFR1,MME,ADCYAP1,GREM1
GO Process	GO:0050896	Response to stimulus	26	8046	0.3	0.0011	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000361883,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CYP24A1,MAD2L2,ENPP2,PEBP1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,SETD7,PDE5A,DNMT1,CTGF,CNR1,XIAP,RBP4,CAP1,CD59,ILK,TF,FGFR1,MME,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0007568	Aging	6	274	1.13	0.0013	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000418525	CX3CL1,STAT3,CTGF,CNR1,ILK,MME
GO Process	GO:0032501	Multicellular organismal process	24	6933	0.33	0.0014	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274024,9606.ENSP00000319281,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000362524,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CYP24A1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,FABP2,BASP1,PDE5A,DNMT1,CTGF,CNR1,RBP4,ANGPTL2,CD59,ILK,TF,FGFR1,MME,EBF2,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0072001	Renal system development	6	280	1.12	0.0014	9606.ENSP00000319281,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000478319	BASP1,RBP4,ILK,FGFR1,MME,GREM1
GO Process	GO:0010628	Positive regulation of gene expression	14	2337	0.56	0.0015	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,CDH1,HDAC4,STAT3,ERBB3,SETD7,DNMT1,CTGF,ILK,TF,EBF2,ADCYAP1,GREM1
GO Process	GO:0032502	Developmental process	22	5841	0.36	0.0015	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000361883,9606.ENSP00000362524,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CYP24A1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,BASP1,DNMT1,CTGF,CNR1,RBP4,CAP1,ANGPTL2,ILK,TF,FGFR1,MME,EBF2,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0050804	Modulation of chemical synaptic transmission	7	446	0.98	0.0015	9606.ENSP00000006053,9606.ENSP00000261769,9606.ENSP00000264657,9606.ENSP00000358513,9606.ENSP00000418525,9606.ENSP00000440045,9606.ENSP00000462647	CX3CL1,CDH1,STAT3,CNR1,MME,ATP2A2,ADCYAP1
