#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0006101	Citrate metabolic process	2	5	2.85	0.0025	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
GO Process	GO:0009165	Nucleotide biosynthetic process	4	236	1.48	0.0026	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000358719	ACLY,PKM,PKLR,ME1
GO Process	GO:0042866	Pyruvate biosynthetic process	2	6	2.77	0.0029	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
GO Process	GO:0006768	Biotin metabolic process	2	9	2.6	0.0051	9606.ENSP00000377532,9606.ENSP00000382071	PC,HLCS
GO Process	GO:0044238	Primary metabolic process	11	7332	0.43	0.0063	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,HLCS,MDH1
GO Process	GO:0070365	Hepatocyte differentiation	2	13	2.44	0.0086	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
GO Process	GO:0046165	Alcohol biosynthetic process	3	114	1.67	0.0093	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814	PCK2,ACLY,PCK1
GO Process	GO:0001889	Liver development	3	129	1.62	0.0125	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171	PCK2,PCK1,PKM
GO Process	GO:0009725	Response to hormone	5	849	1.02	0.0140	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000358719	PCK2,PCK1,PKM,PKLR,ME1
GO Process	GO:0009749	Response to glucose	3	138	1.59	0.0140	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000339933	PCK2,PCK1,PKLR
GO Process	GO:0009152	Purine ribonucleotide biosynthetic process	3	147	1.56	0.0150	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933	ACLY,PKM,PKLR
GO Process	GO:0044282	Small molecule catabolic process	4	424	1.22	0.0150	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933	PCK2,PCK1,PKM,PKLR
GO Process	GO:0031667	Response to nutrient levels	4	449	1.2	0.0165	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000382071	PCK2,PCK1,PKM,HLCS
GO Process	GO:1901700	Response to oxygen-containing compound	6	1567	0.83	0.0170	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000358719,9606.ENSP00000382071	PCK2,PCK1,PKM,PKLR,ME1,HLCS
GO Process	GO:0010243	Response to organonitrogen compound	5	987	0.95	0.0201	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000382071	PCK2,PCK1,PKM,PKLR,HLCS
GO Process	GO:0061621	Canonical glycolysis	2	27	2.12	0.0201	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
GO Process	GO:0072330	Monocarboxylic acid biosynthetic process	3	183	1.46	0.0206	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933	ACLY,PKM,PKLR
GO Process	GO:0071549	Cellular response to dexamethasone stimulus	2	31	2.06	0.0227	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
GO Process	GO:0006754	ATP biosynthetic process	2	35	2.01	0.0273	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
GO Function	GO:0016615	Malate dehydrogenase activity	3	8	2.82	7.03e-05	9606.ENSP00000327070,9606.ENSP00000358719,9606.ENSP00000438144	MDH2,ME1,MDH1
GO Function	GO:0000166	Nucleotide binding	9	2119	0.88	0.00015	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,PKLR,ME1,PC,HLCS,MDH1
GO Function	GO:0003824	Catalytic activity	11	5486	0.55	0.00055	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,HLCS,MDH1
GO Function	GO:0004613	Phosphoenolpyruvate carboxykinase (gtp) activity	2	2	3.25	0.00055	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
GO Function	GO:0004743	Pyruvate kinase activity	2	2	3.25	0.00055	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
GO Function	GO:0016831	Carboxy-lyase activity	3	34	2.2	0.00055	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000358719	PCK2,PCK1,ME1
GO Function	GO:0032555	Purine ribonucleotide binding	8	1864	0.88	0.00055	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071	PCK2,ACLY,PCK1,PKM,PKLR,ME1,PC,HLCS
GO Function	GO:0097159	Organic cyclic compound binding	11	5916	0.52	0.00055	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,HLCS,MDH1
GO Function	GO:1901363	Heterocyclic compound binding	11	5831	0.53	0.00055	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,HLCS,MDH1
GO Function	GO:0004470	Malic enzyme activity	2	4	2.95	0.00082	9606.ENSP00000358719,9606.ENSP00000438144	ME1,MDH1
GO Function	GO:0030060	L-malate dehydrogenase activity	2	4	2.95	0.00082	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
GO Function	GO:0009374	Biotin binding	2	5	2.85	0.0010	9606.ENSP00000377532,9606.ENSP00000382071	PC,HLCS
GO Function	GO:0030145	Manganese ion binding	3	66	1.91	0.0010	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000358719	PCK2,PCK1,ME1
GO Function	GO:0046912	Transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	2	5	2.85	0.0010	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
GO Function	GO:0035639	Purine ribonucleoside triphosphate binding	7	1799	0.84	0.0020	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532,9606.ENSP00000382071	PCK2,ACLY,PCK1,PKM,PKLR,PC,HLCS
GO Function	GO:0030955	Potassium ion binding	2	10	2.55	0.0027	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
GO Function	GO:0043168	Anion binding	8	2805	0.71	0.0027	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071	PCK2,ACLY,PCK1,PKM,PKLR,ME1,PC,HLCS
GO Function	GO:0016616	Oxidoreductase activity, acting on the ch-oh group of donors, nad or nadp as acceptor	3	122	1.64	0.0050	9606.ENSP00000327070,9606.ENSP00000358719,9606.ENSP00000438144	MDH2,ME1,MDH1
GO Function	GO:0032559	Adenyl ribonucleotide binding	6	1522	0.85	0.0085	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071	ACLY,PKM,PKLR,ME1,PC,HLCS
GO Function	GO:0043531	ADP binding	2	35	2.01	0.0197	9606.ENSP00000320171,9606.ENSP00000358719	PKM,ME1
GO Function	GO:0000287	Magnesium ion binding	3	215	1.39	0.0213	9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933	PCK1,PKM,PKLR
GO Function	GO:0031406	Carboxylic acid binding	3	218	1.39	0.0215	9606.ENSP00000319814,9606.ENSP00000377532,9606.ENSP00000382071	PCK1,PC,HLCS
GO Function	GO:0051287	NAD binding	2	56	1.8	0.0431	9606.ENSP00000358719,9606.ENSP00000438144	ME1,MDH1
GO Component	GO:0005739	Mitochondrion	8	1611	0.95	0.00048	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071	PCK2,PCK1,PKM,MDH2,CS,ME1,PC,HLCS
GO Component	GO:0070062	Extracellular exosome	7	2099	0.77	0.0313	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000438144	ACLY,PCK1,PKM,MDH2,PKLR,CS,MDH1
GO Component	GO:0005759	Mitochondrial matrix	4	479	1.17	0.0358	9606.ENSP00000216780,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532	PCK2,MDH2,CS,PC
STRING clusters	CL:11549	Carbon metabolism, and Pyruvate metabolism	8	96	2.17	3.57e-13	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000438144	PCK2,PCK1,PKM,MDH2,PKLR,CS,ME1,MDH1
STRING clusters	CL:11705	Malate metabolic process	4	5	3.15	7.71e-09	9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000438144	MDH2,CS,ME1,MDH1
STRING clusters	CL:11551	Pentose phosphate pathway, and Glycolysis	4	55	2.11	1.57e-05	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933	PCK2,PCK1,PKM,PKLR
STRING clusters	CL:11586	Glycolysis	3	15	2.55	5.41e-05	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000339933	PCK2,PCK1,PKLR
STRING clusters	CL:12160	Mixed, incl. defects in biotin (btn) metabolism, and valine catabolic process	2	18	2.3	0.0205	9606.ENSP00000377532,9606.ENSP00000382071	PC,HLCS
KEGG	hsa00620	Pyruvate metabolism	8	38	2.57	2.69e-17	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,PCK1,PKM,MDH2,PKLR,ME1,PC,MDH1
KEGG	hsa00020	Citrate cycle (TCA cycle)	7	29	2.63	2.11e-15	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,ACLY,PCK1,MDH2,CS,PC,MDH1
KEGG	hsa01200	Carbon metabolism	7	117	2.03	1.25e-11	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	PKM,MDH2,PKLR,CS,ME1,PC,MDH1
KEGG	hsa01100	Metabolic pathways	11	1447	1.13	3.17e-11	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,HLCS,MDH1
KEGG	hsa00010	Glycolysis / Gluconeogenesis	4	65	2.04	3.08e-06	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933	PCK2,PCK1,PKM,PKLR
KEGG	hsa01230	Biosynthesis of amino acids	4	73	1.99	4.00e-06	9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000377532	PKM,PKLR,CS,PC
KEGG	hsa04964	Proximal tubule bicarbonate reclamation	3	23	2.37	1.64e-05	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000438144	PCK2,PCK1,MDH1
KEGG	hsa00630	Glyoxylate and dicarboxylate metabolism	3	30	2.25	3.00e-05	9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	MDH2,CS,MDH1
KEGG	hsa03320	PPAR signaling pathway	3	75	1.85	0.00037	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000358719	PCK2,PCK1,ME1
KEGG	hsa04922	Glucagon signaling pathway	3	101	1.72	0.00078	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171	PCK2,PCK1,PKM
KEGG	hsa04910	Insulin signaling pathway	3	133	1.6	0.0016	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000339933	PCK2,PCK1,PKLR
KEGG	hsa04930	Type II diabetes mellitus	2	46	1.89	0.0089	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
KEGG	hsa00270	Cysteine and methionine metabolism	2	49	1.86	0.0093	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
KEGG	hsa04920	Adipocytokine signaling pathway	2	69	1.71	0.0168	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
KEGG	hsa04931	Insulin resistance	2	107	1.52	0.0366	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
KEGG	hsa04152	AMPK signaling pathway	2	120	1.47	0.0429	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
KEGG	hsa00230	Purine metabolism	2	127	1.45	0.0450	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
KEGG	hsa04068	FoxO signaling pathway	2	127	1.45	0.0450	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
Reactome	HSA-70326	Glucose metabolism	7	92	2.13	4.81e-11	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,PCK1,PKM,MDH2,PKLR,PC,MDH1
Reactome	HSA-70263	Gluconeogenesis	5	34	2.42	1.20e-08	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000327070,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,PCK1,MDH2,PC,MDH1
Reactome	HSA-1430728	Metabolism	11	2089	0.97	1.53e-08	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,HLCS,MDH1
Reactome	HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle	3	55	1.99	0.0017	9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000358719	MDH2,CS,ME1
Reactome	HSA-3371599	Defective HLCS causes multiple carboxylase deficiency	2	7	2.71	0.0037	9606.ENSP00000377532,9606.ENSP00000382071	PC,HLCS
Reactome	HSA-163765	ChREBP activates metabolic gene expression	2	8	2.65	0.0040	9606.ENSP00000253792,9606.ENSP00000339933	ACLY,PKLR
Reactome	HSA-196780	Biotin transport and metabolism	2	11	2.51	0.0054	9606.ENSP00000377532,9606.ENSP00000382071	PC,HLCS
Reactome	HSA-71403	Citric acid cycle (TCA cycle)	2	22	2.21	0.0171	9606.ENSP00000327070,9606.ENSP00000342056	MDH2,CS
WikiPathways	WP3925	Amino acid metabolism	7	91	2.14	1.39e-11	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,PCK1,PKM,MDH2,CS,PC,MDH1
WikiPathways	WP534	Glycolysis and gluconeogenesis	6	45	2.38	3.57e-11	9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000377532,9606.ENSP00000438144	PCK1,PKM,MDH2,PKLR,PC,MDH1
WikiPathways	WP2453	TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc)	5	16	2.74	8.83e-11	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,PCK1,CS,PC,MDH1
WikiPathways	WP4018	Clear cell renal cell carcinoma pathways	5	85	2.02	1.41e-07	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000358719,9606.ENSP00000438144	ACLY,PKM,PKLR,ME1,MDH1
WikiPathways	WP4290	Metabolic reprogramming in colon cancer	3	42	2.1	0.00025	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000327070	ACLY,PKM,MDH2
WikiPathways	WP3942	PPAR signaling pathway	3	67	1.9	0.00080	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000358719	PCK2,PCK1,ME1
WikiPathways	WP5031	Biotin metabolism, including IEMs	2	9	2.6	0.0015	9606.ENSP00000377532,9606.ENSP00000382071	PC,HLCS
WikiPathways	WP5050	TCA cycle in senescence	2	10	2.55	0.0016	9606.ENSP00000358719,9606.ENSP00000438144	ME1,MDH1
WikiPathways	WP78	TCA cycle (aka Krebs or citric acid cycle)	2	18	2.3	0.0041	9606.ENSP00000327070,9606.ENSP00000342056	MDH2,CS
WikiPathways	WP357	Fatty acid biosynthesis	2	22	2.21	0.0053	9606.ENSP00000253792,9606.ENSP00000377532	ACLY,PC
WikiPathways	WP4595	Urea cycle and associated pathways	2	24	2.17	0.0057	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
WikiPathways	WP5046	NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence	2	24	2.17	0.0057	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
WikiPathways	WP1982	Sterol regulatory element-binding proteins (SREBP) signaling	2	69	1.71	0.0364	9606.ENSP00000253792,9606.ENSP00000438144	ACLY,MDH1
TISSUES	BTO:0000759	Liver	10	1882	0.98	1.33e-06	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,MDH1
TISSUES	BTO:0001629	Left ventricle	4	74	1.98	4.78e-05	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	PKM,MDH2,CS,MDH1
TISSUES	BTO:0001703	Right atrium	3	54	1.99	0.0014	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000438144	PKM,MDH2,MDH1
TISSUES	BTO:0001702	Left atrium	3	61	1.94	0.0017	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000438144	PKM,MDH2,MDH1
TISSUES	BTO:0000671	Kidney	5	941	0.98	0.0180	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000377532	PCK2,PCK1,PKM,MDH2,PC
TISSUES	BTO:0000088	Cardiovascular system	5	1005	0.95	0.0223	9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	PCK1,PKM,MDH2,CS,MDH1
TISSUES	BTO:0001456	White adipose tissue	2	41	1.94	0.0363	9606.ENSP00000342056,9606.ENSP00000358719	CS,ME1
COMPARTMENTS	GOCC:0009514	Glyoxysome	2	3	3.07	0.0066	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
COMPARTMENTS	GOCC:1902912	Pyruvate kinase complex	2	4	2.95	0.0066	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
COMPARTMENTS	GOCC:0005737	Cytoplasm	11	7871	0.4	0.0296	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,HLCS,MDH1
COMPARTMENTS	GOCC:0005759	Mitochondrial matrix	4	369	1.29	0.0296	9606.ENSP00000216780,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532	PCK2,MDH2,CS,PC
UniProt Keywords	KW-0312	Gluconeogenesis	3	11	2.69	1.96e-05	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000377532	PCK2,PCK1,PC
UniProt Keywords	KW-0670	Pyruvate	3	9	2.77	1.96e-05	9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532	PKM,PKLR,PC
UniProt Keywords	KW-0816	Tricarboxylic acid cycle	3	24	2.35	8.63e-05	9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	MDH2,CS,MDH1
UniProt Keywords	KW-0007	Acetylation	9	3341	0.68	0.00083	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,CS,ME1,PC,MDH1
