#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0043178	Alcohol binding	9	86	1.08	3.55e-05	9606.ENSP00000200676,9606.ENSP00000232219,9606.ENSP00000306124,9606.ENSP00000339191,9606.ENSP00000354995,9606.ENSP00000360522,9606.ENSP00000419313,9606.ENSP00000426809,9606.ENSP00000477707	CETP,RBP1,PRKCE,CAV1,ABCG1,RBP4,TRPC1,PROM1,NR1H3
GO:0005125	Cytokine activity	13	233	0.81	5.59e-05	9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000305651,9606.ENSP00000306884,9606.ENSP00000351671,9606.ENSP00000354901,9606.ENSP00000355370,9606.ENSP00000368104,9606.ENSP00000368683,9606.ENSP00000403495,9606.ENSP00000474412,9606.ENSP00000478319,9606.ENSP00000478570	TGFB1,IFNG,CXCL10,CXCL11,CCL20,CXCL9,CNTF,BMP2,EDN1,LTA,CCL5,GREM1,VEGFA
GO:0008289	Lipid binding	23	764	0.54	7.00e-05	9606.ENSP00000200676,9606.ENSP00000232219,9606.ENSP00000246553,9606.ENSP00000256104,9606.ENSP00000260356,9606.ENSP00000288266,9606.ENSP00000300055,9606.ENSP00000309757,9606.ENSP00000312987,9606.ENSP00000317674,9606.ENSP00000331831,9606.ENSP00000339191,9606.ENSP00000354995,9606.ENSP00000360522,9606.ENSP00000361021,9606.ENSP00000363822,9606.ENSP00000369442,9606.ENSP00000369816,9606.ENSP00000377372,9606.ENSP00000383364,9606.ENSP00000418525,9606.ENSP00000426809,9606.ENSP00000477707	CETP,RBP1,FFAR1,FABP4,THBS1,APPL1,PLIN1,LPL,HNF4A,APOL1,GAS6,CAV1,ABCG1,RBP4,PTEN,AR,KL,SHBG,GAP43,PLA2G2A,MME,PROM1,NR1H3
GO:0008201	Heparin binding	11	172	0.87	0.00012	9606.ENSP00000225275,9606.ENSP00000260356,9606.ENSP00000305651,9606.ENSP00000306884,9606.ENSP00000309757,9606.ENSP00000321334,9606.ENSP00000336762,9606.ENSP00000384906,9606.ENSP00000384957,9606.ENSP00000393312,9606.ENSP00000478570	MPO,THBS1,CXCL10,CXCL11,LPL,LPA,ANG,SAA1,F11,FGFR1,VEGFA
GO:0005161	Platelet-derived growth factor receptor binding	5	15	1.58	0.00013	9606.ENSP00000330382,9606.ENSP00000346508,9606.ENSP00000361021,9606.ENSP00000376865,9606.ENSP00000478570	PDGFB,PDGFA,PTEN,PDGFD,VEGFA
GO:0044877	Protein-containing complex binding	29	1216	0.44	0.00017	9606.ENSP00000013807,9606.ENSP00000216181,9606.ENSP00000226760,9606.ENSP00000257430,9606.ENSP00000260356,9606.ENSP00000265132,9606.ENSP00000265333,9606.ENSP00000268035,9606.ENSP00000278616,9606.ENSP00000288266,9606.ENSP00000308208,9606.ENSP00000309757,9606.ENSP00000310520,9606.ENSP00000330382,9606.ENSP00000339191,9606.ENSP00000346148,9606.ENSP00000346508,9606.ENSP00000348069,9606.ENSP00000352264,9606.ENSP00000355370,9606.ENSP00000356515,9606.ENSP00000360522,9606.ENSP00000360997,9606.ENSP00000361021,9606.ENSP00000362410,9606.ENSP00000363827,9606.ENSP00000365777,9606.ENSP00000479617,9606.ENSP00000480291	ERCC1,MYH9,WFS1,APC,THBS1,AMBP,VDAC1,IGF1R,ATM,APPL1,MMP14,LPL,ERCC4,PDGFB,CAV1,PRKAA1,PDGFA,SREBF1,CD2AP,CNTF,UTRN,RBP4,ADAMTS13,PTEN,MAFB,HSPG2,MTHFR,UHRF1,HNF1B
GO:0043168	Anion binding	48	2805	0.29	0.00042	9606.ENSP00000200676,9606.ENSP00000215832,9606.ENSP00000216181,9606.ENSP00000225275,9606.ENSP00000256104,9606.ENSP00000260356,9606.ENSP00000263317,9606.ENSP00000264717,9606.ENSP00000268035,9606.ENSP00000278616,9606.ENSP00000284031,9606.ENSP00000288266,9606.ENSP00000304767,9606.ENSP00000305651,9606.ENSP00000306124,9606.ENSP00000306884,9606.ENSP00000309757,9606.ENSP00000310036,9606.ENSP00000311005,9606.ENSP00000312987,9606.ENSP00000321334,9606.ENSP00000331831,9606.ENSP00000336762,9606.ENSP00000337332,9606.ENSP00000339916,9606.ENSP00000345708,9606.ENSP00000346148,9606.ENSP00000351908,9606.ENSP00000354995,9606.ENSP00000356729,9606.ENSP00000356832,9606.ENSP00000360250,9606.ENSP00000365256,9606.ENSP00000365777,9606.ENSP00000371067,9606.ENSP00000377372,9606.ENSP00000383364,9606.ENSP00000384906,9606.ENSP00000384957,9606.ENSP00000390651,9606.ENSP00000393312,9606.ENSP00000398048,9606.ENSP00000400175,9606.ENSP00000401720,9606.ENSP00000418525,9606.ENSP00000419313,9606.ENSP00000478253,9606.ENSP00000478570	CETP,MAPK1,MYH9,MPO,FABP4,THBS1,NOX4,GCKR,IGF1R,ATM,DDAH1,APPL1,P2RY1,CXCL10,PRKCE,CXCL11,LPL,CD34,MAPK7,HNF4A,LPA,GAS6,ANG,SIRT6,LIMK2,KCNJ11,PRKAA1,MAP3K5,ABCG1,FMO3,SGK1,ENTPD1,CLCN5,MTHFR,JAK2,GAP43,PLA2G2A,SAA1,F11,IRAK4,FGFR1,ALPK1,RHOA,GK,MME,TRPC1,MTHFD1L,VEGFA
GO:0042056	Chemoattractant activity	6	41	1.23	0.00051	9606.ENSP00000305651,9606.ENSP00000330382,9606.ENSP00000384906,9606.ENSP00000397297,9606.ENSP00000474412,9606.ENSP00000478570	CXCL10,PDGFB,SAA1,NTF3,CCL5,VEGFA
GO:0036094	Small molecule binding	44	2516	0.3	0.00066	9606.ENSP00000200676,9606.ENSP00000215832,9606.ENSP00000216181,9606.ENSP00000232219,9606.ENSP00000256104,9606.ENSP00000263317,9606.ENSP00000268035,9606.ENSP00000272645,9606.ENSP00000278616,9606.ENSP00000284031,9606.ENSP00000297785,9606.ENSP00000298352,9606.ENSP00000304767,9606.ENSP00000306124,9606.ENSP00000311005,9606.ENSP00000312987,9606.ENSP00000337332,9606.ENSP00000339191,9606.ENSP00000339916,9606.ENSP00000345708,9606.ENSP00000346148,9606.ENSP00000351908,9606.ENSP00000354995,9606.ENSP00000356729,9606.ENSP00000356832,9606.ENSP00000360250,9606.ENSP00000360522,9606.ENSP00000362057,9606.ENSP00000365256,9606.ENSP00000365777,9606.ENSP00000369442,9606.ENSP00000371067,9606.ENSP00000377192,9606.ENSP00000390651,9606.ENSP00000393312,9606.ENSP00000398048,9606.ENSP00000400175,9606.ENSP00000401720,9606.ENSP00000419313,9606.ENSP00000426809,9606.ENSP00000477707,9606.ENSP00000478253,9606.ENSP00000479617,9606.ENSP00000483018	CETP,MAPK1,MYH9,RBP1,FABP4,NOX4,IGF1R,POLR2D,ATM,DDAH1,ALDH1A1,NGB,P2RY1,PRKCE,MAPK7,HNF4A,SIRT6,CAV1,LIMK2,KCNJ11,PRKAA1,MAP3K5,ABCG1,FMO3,SGK1,ENTPD1,RBP4,NOX1,CLCN5,MTHFR,KL,JAK2,G6PD,IRAK4,FGFR1,ALPK1,RHOA,GK,TRPC1,PROM1,NR1H3,MTHFD1L,UHRF1,ABO
GO:0098772	Molecular function regulator	54	3422	0.26	0.00073	9606.ENSP00000221930,9606.ENSP00000222305,9606.ENSP00000229135,9606.ENSP00000245479,9606.ENSP00000248553,9606.ENSP00000257430,9606.ENSP00000264717,9606.ENSP00000265132,9606.ENSP00000266085,9606.ENSP00000283928,9606.ENSP00000285407,9606.ENSP00000297785,9606.ENSP00000302630,9606.ENSP00000305651,9606.ENSP00000306124,9606.ENSP00000306884,9606.ENSP00000312987,9606.ENSP00000321334,9606.ENSP00000321853,9606.ENSP00000322898,9606.ENSP00000330382,9606.ENSP00000331831,9606.ENSP00000337332,9606.ENSP00000339191,9606.ENSP00000341208,9606.ENSP00000346508,9606.ENSP00000348069,9606.ENSP00000351671,9606.ENSP00000354901,9606.ENSP00000355370,9606.ENSP00000356213,9606.ENSP00000356832,9606.ENSP00000362410,9606.ENSP00000363822,9606.ENSP00000368104,9606.ENSP00000368683,9606.ENSP00000369442,9606.ENSP00000376865,9606.ENSP00000377280,9606.ENSP00000380252,9606.ENSP00000380365,9606.ENSP00000381185,9606.ENSP00000384364,9606.ENSP00000384906,9606.ENSP00000397297,9606.ENSP00000403495,9606.ENSP00000414303,9606.ENSP00000427424,9606.ENSP00000444198,9606.ENSP00000474412,9606.ENSP00000477707,9606.ENSP00000478319,9606.ENSP00000478570,9606.ENSP00000480291	TGFB1,USF2,IFNG,SOX9,HSPB1,APC,GCKR,AMBP,TIMP3,JAZF1,KLF10,ALDH1A1,ONECUT1,CXCL10,PRKCE,CXCL11,HNF4A,LPA,SERPINF2,EBF1,PDGFB,GAS6,SIRT6,CAV1,STAT5A,PDGFA,SREBF1,CCL20,CXCL9,CNTF,VIP,SGK1,MAFB,AR,BMP2,EDN1,KL,PDGFD,FBXO8,NFE2L2,RGN,BCL2,NPY,SAA1,NTF3,LTA,BDNF,TNFAIP8,CITED2,CCL5,NR1H3,GREM1,VEGFA,HNF1B
GO:1901681	Sulfur compound binding	12	262	0.72	0.00073	9606.ENSP00000225275,9606.ENSP00000260356,9606.ENSP00000305651,9606.ENSP00000306884,9606.ENSP00000309757,9606.ENSP00000310036,9606.ENSP00000321334,9606.ENSP00000336762,9606.ENSP00000384906,9606.ENSP00000384957,9606.ENSP00000393312,9606.ENSP00000478570	MPO,THBS1,CXCL10,CXCL11,LPL,CD34,LPA,ANG,SAA1,F11,FGFR1,VEGFA
GO:0005496	Steroid binding	8	104	0.95	0.00080	9606.ENSP00000200676,9606.ENSP00000339191,9606.ENSP00000354995,9606.ENSP00000363822,9606.ENSP00000369442,9606.ENSP00000369816,9606.ENSP00000426809,9606.ENSP00000477707	CETP,CAV1,ABCG1,AR,KL,SHBG,PROM1,NR1H3
