#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
KW-0339	Growth factor	9	130	0.9	0.00020	9606.ENSP00000221930,9606.ENSP00000330382,9606.ENSP00000346508,9606.ENSP00000355370,9606.ENSP00000368104,9606.ENSP00000376865,9606.ENSP00000397297,9606.ENSP00000414303,9606.ENSP00000478570	TGFB1,PDGFB,PDGFA,CNTF,BMP2,PDGFD,NTF3,BDNF,VEGFA
KW-0497	Mitogen	5	40	1.16	0.0023	9606.ENSP00000221930,9606.ENSP00000330382,9606.ENSP00000346508,9606.ENSP00000376865,9606.ENSP00000478570	TGFB1,PDGFB,PDGFA,PDGFD,VEGFA
KW-0202	Cytokine	9	186	0.75	0.0026	9606.ENSP00000229135,9606.ENSP00000305651,9606.ENSP00000306884,9606.ENSP00000351671,9606.ENSP00000354901,9606.ENSP00000368104,9606.ENSP00000403495,9606.ENSP00000474412,9606.ENSP00000478319	IFNG,CXCL10,CXCL11,CCL20,CXCL9,BMP2,LTA,CCL5,GREM1
KW-0443	Lipid metabolism	14	482	0.52	0.0050	9606.ENSP00000200676,9606.ENSP00000259407,9606.ENSP00000259486,9606.ENSP00000278840,9606.ENSP00000283928,9606.ENSP00000300055,9606.ENSP00000309757,9606.ENSP00000317674,9606.ENSP00000346148,9606.ENSP00000348069,9606.ENSP00000356438,9606.ENSP00000360247,9606.ENSP00000361021,9606.ENSP00000383364	CETP,BAAT,ENPP2,FADS2,JAZF1,PLIN1,LPL,APOL1,PRKAA1,SREBF1,PTGS2,CYP2J2,PTEN,PLA2G2A
KW-0037	Angiogenesis	7	130	0.79	0.0073	9606.ENSP00000261037,9606.ENSP00000314897,9606.ENSP00000334329,9606.ENSP00000336762,9606.ENSP00000363827,9606.ENSP00000475344,9606.ENSP00000478570	COL8A1,ANGPT2,UNC5B,ANG,HSPG2,APLNR,VEGFA
KW-0346	Stress response	6	88	0.89	0.0073	9606.ENSP00000248553,9606.ENSP00000336762,9606.ENSP00000351908,9606.ENSP00000356832,9606.ENSP00000366395,9606.ENSP00000444198	HSPB1,ANG,MAP3K5,SGK1,SYVN1,CITED2
KW-0358	Heparin-binding	6	88	0.89	0.0073	9606.ENSP00000260356,9606.ENSP00000309757,9606.ENSP00000384906,9606.ENSP00000384957,9606.ENSP00000393312,9606.ENSP00000478570	THBS1,LPL,SAA1,F11,FGFR1,VEGFA
KW-0560	Oxidoreductase	15	568	0.48	0.0073	9606.ENSP00000216075,9606.ENSP00000216862,9606.ENSP00000225275,9606.ENSP00000263317,9606.ENSP00000263774,9606.ENSP00000278840,9606.ENSP00000297785,9606.ENSP00000301522,9606.ENSP00000356438,9606.ENSP00000356729,9606.ENSP00000360247,9606.ENSP00000362057,9606.ENSP00000365777,9606.ENSP00000377192,9606.ENSP00000418823	MIOX,CYP24A1,MPO,NOX4,NDUFS3,FADS2,ALDH1A1,PRDX2,PTGS2,FMO3,CYP2J2,NOX1,MTHFR,G6PD,FTO
KW-0145	Chemotaxis	6	95	0.86	0.0086	9606.ENSP00000259486,9606.ENSP00000305651,9606.ENSP00000306884,9606.ENSP00000351671,9606.ENSP00000418009,9606.ENSP00000474412	ENPP2,CXCL10,CXCL11,CCL20,RARRES2,CCL5
KW-0106	Calcium	19	875	0.4	0.0089	9606.ENSP00000222572,9606.ENSP00000225275,9606.ENSP00000259486,9606.ENSP00000260356,9606.ENSP00000261769,9606.ENSP00000308208,9606.ENSP00000309757,9606.ENSP00000314897,9606.ENSP00000331831,9606.ENSP00000356515,9606.ENSP00000357726,9606.ENSP00000360250,9606.ENSP00000360997,9606.ENSP00000363827,9606.ENSP00000379256,9606.ENSP00000380365,9606.ENSP00000383364,9606.ENSP00000384262,9606.ENSP00000419313	PON2,MPO,ENPP2,THBS1,CDH1,MMP14,LPL,ANGPT2,GAS6,UTRN,S100A12,ENTPD1,ADAMTS13,HSPG2,NCALD,RGN,PLA2G2A,HPSE,TRPC1
KW-0272	Extracellular matrix	9	265	0.59	0.0204	9606.ENSP00000221930,9606.ENSP00000258341,9606.ENSP00000260356,9606.ENSP00000261037,9606.ENSP00000266085,9606.ENSP00000309757,9606.ENSP00000347041,9606.ENSP00000351807,9606.ENSP00000363827	TGFB1,LAMC1,THBS1,COL8A1,TIMP3,LPL,FMOD,ELN,HSPG2
KW-0621	Polymorphism	122	11669	0.08	0.0217	9606.ENSP00000013807,9606.ENSP00000200676,9606.ENSP00000216181,9606.ENSP00000216862,9606.ENSP00000221930,9606.ENSP00000222139,9606.ENSP00000222572,9606.ENSP00000225275,9606.ENSP00000226279,9606.ENSP00000226760,9606.ENSP00000227868,9606.ENSP00000229135,9606.ENSP00000246553,9606.ENSP00000255409,9606.ENSP00000256104,9606.ENSP00000257430,9606.ENSP00000258341,9606.ENSP00000259407,9606.ENSP00000259486,9606.ENSP00000260356,9606.ENSP00000261769,9606.ENSP00000263317,9606.ENSP00000263774,9606.ENSP00000264717,9606.ENSP00000267484,9606.ENSP00000268035,9606.ENSP00000278616,9606.ENSP00000285407,9606.ENSP00000288266,9606.ENSP00000292303,9606.ENSP00000297785,9606.ENSP00000300055,9606.ENSP00000301522,9606.ENSP00000302630,9606.ENSP00000306124,9606.ENSP00000306884,9606.ENSP00000308208,9606.ENSP00000309757,9606.ENSP00000310036,9606.ENSP00000310520,9606.ENSP00000311005,9606.ENSP00000312987,9606.ENSP00000314897,9606.ENSP00000315011,9606.ENSP00000317674,9606.ENSP00000321334,9606.ENSP00000321853,9606.ENSP00000325548,9606.ENSP00000330382,9606.ENSP00000331831,9606.ENSP00000334329,9606.ENSP00000336762,9606.ENSP00000337332,9606.ENSP00000339916,9606.ENSP00000341208,9606.ENSP00000345708,9606.ENSP00000346148,9606.ENSP00000348069,9606.ENSP00000351671,9606.ENSP00000351807,9606.ENSP00000351908,9606.ENSP00000352264,9606.ENSP00000354511,9606.ENSP00000354995,9606.ENSP00000355370,9606.ENSP00000356438,9606.ENSP00000356515,9606.ENSP00000356729,9606.ENSP00000356832,9606.ENSP00000360247,9606.ENSP00000360250,9606.ENSP00000360997,9606.ENSP00000361021,9606.ENSP00000361883,9606.ENSP00000362057,9606.ENSP00000362463,9606.ENSP00000363596,9606.ENSP00000363822,9606.ENSP00000363827,9606.ENSP00000363973,9606.ENSP00000365256,9606.ENSP00000365777,9606.ENSP00000368104,9606.ENSP00000368683,9606.ENSP00000369442,9606.ENSP00000369816,9606.ENSP00000371067,9606.ENSP00000375844,9606.ENSP00000376865,9606.ENSP00000377192,9606.ENSP00000377280,9606.ENSP00000377372,9606.ENSP00000378046,9606.ENSP00000380252,9606.ENSP00000381185,9606.ENSP00000383232,9606.ENSP00000383364,9606.ENSP00000384262,9606.ENSP00000384364,9606.ENSP00000384906,9606.ENSP00000384957,9606.ENSP00000385834,9606.ENSP00000390651,9606.ENSP00000393312,9606.ENSP00000397297,9606.ENSP00000398048,9606.ENSP00000401720,9606.ENSP00000402152,9606.ENSP00000403495,9606.ENSP00000414303,9606.ENSP00000418823,9606.ENSP00000419422,9606.ENSP00000426809,9606.ENSP00000427424,9606.ENSP00000474412,9606.ENSP00000475344,9606.ENSP00000477707,9606.ENSP00000478253,9606.ENSP00000479617,9606.ENSP00000480291,9606.ENSP00000483018,9606.ENSP00000484631	ERCC1,CETP,MYH9,CYP24A1,TGFB1,EPOR,PON2,MPO,CD38,WFS1,PDHX,IFNG,FFAR1,CHI3L1,FABP4,APC,LAMC1,BAAT,ENPP2,THBS1,CDH1,NOX4,NDUFS3,GCKR,RTN1,IGF1R,ATM,KLF10,APPL1,CCR5,ALDH1A1,PLIN1,PRDX2,ONECUT1,PRKCE,CXCL11,MMP14,LPL,CD34,ERCC4,MAPK7,HNF4A,ANGPT2,EDNRA,APOL1,LPA,SERPINF2,CNDP2,PDGFB,GAS6,UNC5B,ANG,SIRT6,LIMK2,STAT5A,KCNJ11,PRKAA1,SREBF1,CCL20,ELN,MAP3K5,CD2AP,COMT,ABCG1,CNTF,PTGS2,UTRN,FMO3,SGK1,CYP2J2,ENTPD1,ADAMTS13,PTEN,CAP1,NOX1,GLO1,CNR2,AR,HSPG2,ALPL,CLCN5,MTHFR,BMP2,EDN1,KL,SHBG,JAK2,CAPN10,PDGFD,G6PD,FBXO8,GAP43,FKBP2,NFE2L2,BCL2,GGT1,PLA2G2A,HPSE,NPY,SAA1,F11,TF,IRAK4,FGFR1,NTF3,ALPK1,GK,SLC12A3,LTA,BDNF,FTO,AGTR1,PROM1,TNFAIP8,CCL5,APLNR,NR1H3,MTHFD1L,UHRF1,HNF1B,ABO,PMP22
KW-1211	Schizophrenia	3	18	1.28	0.0219	9606.ENSP00000255409,9606.ENSP00000354511,9606.ENSP00000365777	CHI3L1,COMT,MTHFR
KW-0349	Heme	6	121	0.76	0.0231	9606.ENSP00000216862,9606.ENSP00000225275,9606.ENSP00000298352,9606.ENSP00000356438,9606.ENSP00000360247,9606.ENSP00000362057	CYP24A1,MPO,NGB,PTGS2,CYP2J2,NOX1
KW-0418	Kinase	14	629	0.41	0.0374	9606.ENSP00000215832,9606.ENSP00000268035,9606.ENSP00000278616,9606.ENSP00000306124,9606.ENSP00000311005,9606.ENSP00000339916,9606.ENSP00000346148,9606.ENSP00000351908,9606.ENSP00000356832,9606.ENSP00000371067,9606.ENSP00000390651,9606.ENSP00000393312,9606.ENSP00000398048,9606.ENSP00000401720	MAPK1,IGF1R,ATM,PRKCE,MAPK7,LIMK2,PRKAA1,MAP3K5,SGK1,JAK2,IRAK4,FGFR1,ALPK1,GK
KW-0408	Iron	9	306	0.53	0.0437	9606.ENSP00000216075,9606.ENSP00000216862,9606.ENSP00000225275,9606.ENSP00000298352,9606.ENSP00000356438,9606.ENSP00000360247,9606.ENSP00000362057,9606.ENSP00000385834,9606.ENSP00000418823	MIOX,CYP24A1,MPO,NGB,PTGS2,CYP2J2,NOX1,TF,FTO
KW-0575	Peroxidase	3	26	1.12	0.0487	9606.ENSP00000225275,9606.ENSP00000301522,9606.ENSP00000356438	MPO,PRDX2,PTGS2
